s13,s48,s52,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,label,F,M,N,Y,N_1,Y_1,A,B,C,D,A_1,B_1,C_1,D_1,A_2,B_2,C_2,D_2,A_3,B_3,0,C_3,x,~1,a,b,c,d,op: A,op: B,op: C,op: D
1,1,1,17.07436608,2.437224798,4,6.804967808,-32.57815472,0.010897386,-8.865834367,1.556824024,4.603825208,4.89707947,1.546853464,0,0,0.026980607,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,19.2753415,2.975531913,6,7.844190443,-32.57617595,0.018554513,-9.043191914,1.6812681969999999,6.467857544,6.32054457,1.6994698169999998,0,0,0.203254292,6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,11.4473402,0.9383145629999999,3,2.7196248489999997,-33.07536046,0.009990438,-9.242212882,1.5371854919999999,7.1681897260000005,5.775441372,1.837126622,0,0,0.9061477370000001,6,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,14.64587858,2.217572768,6,2.276646099,-32.39347631,0.026036559,-9.219716067,1.635652465,6.210437347,5.362105881000001,1.787612126,0,0,0.340515164,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,17.04395121,2.416106333,3,2.312945745,-32.71151209,0.025441861,-9.218408032000001,2.090668314,5.60302168,5.448553072999999,1.728673914,0,0,0.990952497,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,7.043990985,1.077731681,4,2.148597205,-32.33987876,0.015298341000000003,-9.217455983999999,1.4906236430000002,6.614003366,5.314537455,1.531964265,0,0,0.874340001,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,17.99604196,2.555806624,3,6.847227542000001,-32.35680871,0.022270623,-8.866797141000001,2.113456276,4.4580150110000005,6.231320789,1.582143499,0,0,0.550019684,2,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,9.177036866,1.104985911,3,2.289118889,-32.31474397,0.020879572,-9.107414999,1.805419076,4.148665992,4.53835133,1.863947816,0,0,0.227346955,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,9.540140911,1.457776641,2,7.4144049910000005,-32.77625059,0.0103826,-9.237725582000001,1.514891943,6.372096052000001,7.147618405,1.8147944619999998,0,0,0.909378721,6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,11.76623393,1.907889806,2,7.261054371,-32.32168204,0.017513438,-9.066834926,1.709137509,7.736506437999999,5.628479405,1.787857328,0,0,0.308754806,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,7.05056856,0.900289551,6,2.261115861,-32.86305345,0.017835257,-9.250245097,1.536048321,5.863861892999999,4.08602812,1.529689871,0,0,0.9607827290000001,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,13.56375593,1.78345579,6,3.6959985439999996,-32.6415303,0.01800217,-9.070275852,1.6930650390000002,4.171378261,6.4007470810000004,1.5936695630000002,0,0,0.484431028,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,7.242315072,1.1759022670000001,4,2.265095583,-32.3454919,0.015666199,-9.27679782,1.541846586,6.322259206,5.2932389330000005,1.857358315,0,0,0.971910446,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,7.084171989,1.131668361,3,2.165147966,-32.45200133,0.016399708,-9.27790973,1.5086931540000001,6.87539709,3.6191736389999996,1.5011674959999999,0,0,0.54015268,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,15.51637303,2.7376739310000002,9,7.4240234329999995,-32.39800408,0.008726183,-8.729700094,1.84423595,9.292353851,11.73884066,1.5357386030000002,0,0,0.274833359,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,9.834724866,1.441558959,3,2.589592325,-32.354368699999995,0.025501193,-9.280399108,1.474396586,3.736704132,5.878978491,1.71958489,0,0,0.39545029299999995,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,1,1,16.68016301,2.619422726,3,3.59445387,-32.39665321,0.021838541,-9.212805645,2.13282816,6.056565849,6.361538173,1.67348681,0,0,0.7109338759999999,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,7.372828387999999,0.99000778,6,2.945076597,-32.32351105,0.014974971,-9.180355016,1.4869919740000002,5.888203884,5.436412661,1.513693746,0,0,0.8286445809999999,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,7.419863747999999,1.1410204879999999,5,2.9485354960000003,-33.02083015,0.0060884419999999995,-9.064244358,1.533012324,2.5537028619999997,7.861789857000001,1.702488762,0,0,0.40986331200000004,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,15.44326729,2.420861845,6,7.436971397000001,-32.50960461,0.008150264,-8.841720243,1.6541878540000001,3.7088043460000004,7.993136886,1.539024895,0,0,0.09277124699999999,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,3.552950823,0.591742285,3,2.49541068,-32.51321654,0.01701924,-9.33419937,1.358537776,2.676676641,3.643834858,1.557466866,0,0,0.039826161,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,15.75492398,2.320860324,8,8.008303629,-32.51223509,0.008299922,-8.700231986,1.6643550630000001,8.956702486000001,11.12545308,1.858626869,0,0,0.010242849,6,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,9.180634836,1.614813818,2,2.101703351,-32.45088208,0.02969183,-9.272826266000001,1.5454176080000002,5.92180287,3.551440426,1.854240446,0,0,0.535617266,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,15.58315445,2.669153565,7,7.102656217000001,-32.57504456,0.010721995,-8.909960615,1.5790785809999999,10.05605352,11.36054067,1.587086094,0,0,0.637241953,5,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,15.620355100000001,2.224062799,7,7.336433856,-32.44960469,0.023556984,-8.858014812,1.7957975130000001,8.698532308999999,7.918540652000001,1.833707235,0,0,0.458008783,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,16.41726429,2.442183567,2,2.061153996,-32.33576167,0.026734752,-9.236386211000001,1.703293938,3.564969475,6.264432156,1.828578195,0,0,0.316828296,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,5.267591434,0.79940157,3,2.429129848,-32.77457171,0.010370527,-9.253483233999999,1.4863336759999999,5.456463157999999,5.796301087000001,1.814688279,0,0,0.482339381,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,19.00297892,2.928121795,1,3.749232587,-32.33811368,0.029555766,-9.230470635,1.813290481,4.3856439819999995,4.388769368,1.542059993,0,0,0.352757556,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,7.648731212,0.851716537,6,8.346123507,-32.57628706,0.016458673,-9.139490952000001,1.504634999,3.713409162,3.892167723,1.68512025,0,0,0.7216251890000001,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,4.4935381539999995,0.8073611690000001,2,4.725724638,-32.39563062,0.017922316,-9.352012558,1.4670921719999999,3.047975195,3.836575103,1.750580257,0,0,0.712693094,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,10.14945822,1.4394514280000001,3,8.34585504,-32.57566327,0.021161744,-9.211165699999999,1.841214515,4.138322139,5.443533996,1.844146532,0,0,0.448445301,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,13.46014191,1.894332581,7,8.109886653,-32.85591065,0.009393903,-8.82029361,1.804180457,5.514593102999999,11.47141747,1.514937482,0,0,0.320403061,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,0,5.845289038,0.7852627120000001,3,8.212323485,-33.01373182,0.015904236999999998,-9.263585085,1.502792849,5.02744563,4.063222744,1.584400367,0,0,0.93990565,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,12.67578009,1.85074555,7,6.091705425,-32.85564038,0.017292124,-8.889854059,1.510865348,3.0000877010000004,4.712073031,1.5991957490000002,0,0,0.81664714,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,10.65254545,1.448922042,3,2.504141148,-33.07797733,0.004368837,-9.140066222,1.529197339,6.861659104,6.7845005920000006,1.7142168130000002,0,0,0.655507195,5,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,1,1,4.1552197589999995,0.87442307,3,3.961052162,-32.57615557,0.016377046,-9.388164117999999,1.516478014,6.607393701,3.886542791,1.5193860030000002,0,0,0.646547025,5,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,11.91457421,1.439345632,3,2.083058088,-32.45061551,0.01722311,-9.172497467000001,1.894866425,2.791502605,4.8779610060000005,1.6365086009999998,0,0,0.234402135,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,16.26188529,2.374877257,6,7.9093099979999995,-32.57591642,0.010799643000000001,-8.769994719,1.631007492,8.053083307,11.07415886,1.602922465,0,0,0.9833505159999999,4,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,19.77026236,3.006373343,3,6.805660893,-32.3589916,0.024902855,-8.93613802,2.094916708,4.2650886539999995,6.428526575,1.645010481,0,0,0.39374451899999996,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,19.6914796,2.8897389010000003,3,7.9946646260000005,-32.34330373,0.02768357,-9.075693718,1.7626074580000002,3.5265178660000003,6.3203757739999995,1.687811132,0,0,0.500058655,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,14.61170522,2.211761642,3,8.254625582000001,-32.51057621,0.02056639,-9.146495007999999,1.638231995,10.64047705,6.105519295,1.659752228,0,0,0.143100472,5,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,20.11484556,3.033203691,2,6.7857116820000005,-32.45296117,0.023625703999999997,-9.156984381000001,2.106896883,4.052969913,5.472767967,1.5107288680000002,0,0,0.608631687,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,14.90415188,2.421418072,9,7.420129175,-32.3387881,0.008165150999999999,-8.919660165,1.781982271,8.662780308,7.891335177999999,1.80788121,0,0,0.5794756120000001,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,14.85787762,2.163806043,3,7.246716055,-32.3220267,0.023630547000000002,-9.251349703999999,1.580917794,6.383676682000001,3.482005679,1.759872897,0,0,0.561752392,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,10.33241705,2.058619769,7,6.2708202129999995,-33.02190564,0.00501003,-8.993533238,1.5098132659999999,3.302094768,11.14214004,1.7870819359999999,0,0,0.235657775,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,13.64031529,1.859548007,6,6.029913494,-32.86424885,0.006600003,-8.938109243,1.486147914,6.1824322689999995,7.718748716,1.62984341,0,0,0.301483273,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,12.92180326,1.935305471,6,5.92141552,-33.00863178,0.0064039019999999995,-8.869995042000001,1.478616479,3.856871077,6.4588147760000005,1.687686107,0,0,0.37797628,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,10.89800457,1.500133411,1,2.5827271730000003,-32.36446235,0.014187904,-9.225171153,1.360660843,3.6934123889999997,6.706239063,1.870928079,0,0,0.988125325,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,7.203842702,1.063020792,6,2.216005526,-32.51193113,0.016910016,-9.280836986,1.538571345,3.4622277410000004,4.681812156,1.525630431,0,0,0.5262333260000001,5,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,6.167602792,1.060330995,3,4.013632513,-32.34358148,0.014766073000000001,-8.976861156,1.489852788,4.33302842,3.9174834310000004,1.576945381,0,0,0.9833599390000001,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,11.56332922,1.14667009,3,2.74047201,-32.77185082,0.017154788,-9.165364409,1.4848028180000001,5.76221679,5.266171905,1.57703174,0,0,0.5031522420000001,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,10.39177695,0.574739592,3,6.082461502999999,-32.57473624,0.014542234,-9.268775405,1.385460208,4.557771353,3.816320267,1.7076657259999999,0,0,0.035141133,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,1,1,15.41381397,2.549622899,2,2.140342609,-32.33475132,0.026391817999999997,-9.220272957999999,1.827502625,6.182376924,5.33487943,1.729932875,0,0,0.48195443,6,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,14.24769789,1.865749061,6,4.718299436000001,-32.83075034,0.02141827,-8.978192808,1.593421824,7.738802568,4.648858571,1.898015588,0,0,0.9393062329999999,5,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,16.92591369,2.081257262,7,3.766322747,-32.34729612,0.01069231,-8.872137231,1.9496843080000001,3.512862588,7.739167867999999,1.855685864,0,0,0.488516305,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,19.59702983,3.0542737160000004,3,7.294602187000001,-32.3602595,0.022740991000000002,-9.130993681,2.138288017,5.648890382,6.353350617,1.815409915,0,0,0.142915599,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,11.18442127,0.858539945,3,7.213928965,-32.39395838,0.021556562999999997,-9.246922363,1.4727535230000002,7.359603772000001,5.578389023,1.7035270919999999,0,0,0.347623136,4,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,13.38041271,2.055255953,8,5.743203237,-32.97107612,0.0077224780000000005,-8.827232919,1.717110631,4.282093118,8.369103552,1.879478935,0,0,0.276542115,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,12.98889164,1.8929652730000002,8,3.011510135,-32.71065762,0.010551511999999999,-8.785156087999999,1.8490975619999999,8.975007735,7.086873364,1.554645585,0,0,0.9557839770000001,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,1,1,17.20759987,2.9892066280000003,3,6.765494521,-32.31734561,0.02417084,-9.195641717,1.78068499,5.497682569,6.178396902999999,1.7515410809999998,0,0,0.7936519870000001,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,3.5063392889999996,0.65268249,4,2.165029073,-32.33669215,0.018949308999999998,-9.271299212999999,1.395381704,7.485194676,3.5773663160000004,1.8892770019999998,0,0,0.402037473,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1,1,6.752213789,1.164029926,6,6.056147298,-32.51109042,0.016286702,-9.178053102,1.5777146919999998,3.648791478,6.109498178,1.5898617380000002,0,0,0.911584708,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,13.17178601,2.2315072430000003,6,2.7022528880000003,-32.57517358,0.021256877999999996,-9.266759042999999,1.5363394119999998,3.7982829469999997,4.720925356,1.590343659,0,0,0.782327881,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,20.06900613,3.033093278,3,6.750529577000001,-32.33552068,0.0296851,-9.248644096,2.100190285,5.6251742479999995,5.348564072,1.517321313,0,0,0.433297207,5,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,13.22078628,1.957702932,7,6.906050798,-32.84973073,0.018502613,-8.883244671,1.421317109,3.6465819969999997,7.586749872,1.573894159,0,0,0.009411074,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,16.61474866,2.747917624,9,6.842916452000001,-32.57776977,0.006355093000000001,-8.72733376,1.71648134,10.462128199999999,9.899137352999999,1.8058518330000002,0,0,0.612402001,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,11.9076841,2.0904753,7,5.877157266,-32.87539304,0.005707124,-9.040288589,1.75644842,3.3926686010000005,7.893416426,1.664312976,0,0,0.152695978,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,6.588960397999999,1.146283054,3,5.7918089429999995,-32.339725699999995,0.017174499,-9.251265104,1.4693600919999998,3.35867405,5.359067751,1.5138262409999999,0,0,0.532016423,6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,17.26402624,2.499072773,3,8.184994081000001,-32.45188223,0.025325716,-9.217471785,1.945074331,6.454614222999999,5.393676884,1.686985856,0,0,0.9047402040000001,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,16.93318368,2.914952416,3,2.7832822489999995,-32.33785738,0.027118396,-9.176906748,1.821282813,7.2550326210000025,6.179228097,1.7045031769999999,0,0,0.026963376,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,15.38529651,1.646109434,6,2.2873237680000003,-32.851065999999996,0.01876597,-8.819461079,1.6308310609999999,5.512431234,2.7423711410000005,1.6492675280000002,0,0,0.30581787,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,13.4502032,2.025304416,8,5.84038221,-33.04547885,0.006629235,-8.998141821,1.5338070430000001,5.0372848260000005,7.78383778,1.670544183,0,0,0.439234291,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,5.252275459,1.371653216,3,2.369137865,-32.64478641,0.010267609,-9.175818697999999,1.4422637409999999,7.3993762,4.041218387,1.569213867,0,1,0.811931623,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,20.25545181,2.993824591,3,6.793714062,-32.45065905,0.029814395,-9.173565052999999,2.1320630080000003,5.479709652,3.909835096,1.867972925,0,0,0.320695481,6,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,9.800439535,1.473423086,7,7.29780708,-32.35447108,0.029588503,-9.222479485,1.757224805,5.457489167,5.526320423,1.56227198,0,1,0.321103148,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,13.32482527,1.817567814,6,3.6232162480000003,-32.64154737,0.018647691,-9.045349272000001,1.662149647,4.015427519,8.388342788,1.7880448919999998,0,0,0.993793725,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,7.286986397000001,1.206787066,6,5.842038917999999,-32.77298326,0.013065978,-9.257263308999999,1.504112331,3.412124663,4.536257938,1.759425614,0,0,0.244834811,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,2.841330783,0.768703204,3,4.657119598,-32.93069348,0.013519895,-9.373708967999999,1.486889711,2.613056721,3.563671322,1.678369174,0,0,0.020489581,3,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,1,16.573234900000006,2.206553323,4,6.807561839,-32.33290863,0.022721678,-9.24466195,2.109899749,7.544195116,5.504232172,1.562609125,0,0,0.198517313,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,14.63387603,2.3711598830000002,7,3.9611534610000003,-32.32946765,0.022978011,-8.776783414,1.8527039769999998,9.199080756,10.03399517,1.531134974,0,1,0.6493094979999999,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,14.35851481,2.126885491,9,2.146530103,-32.50967655,0.023390036,-8.883578386,1.85591136,7.174840275,11.19436267,1.5713686619999998,0,0,0.279154887,2,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,14.7763445,2.171049021,3,8.056680636,-32.35307928,0.026437546,-9.250643598,1.783900714,6.283757572000001,3.8687277819999997,1.681042434,0,0,0.6723259970000001,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,10.12959664,1.447401832,6,8.222844705,-32.57459578,0.008082882,-9.102620339,1.927185555,3.691144045,3.9207526610000003,1.5798749680000002,0,0,0.464150774,3,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,6.890322226,0.89146995,6,7.813018213999999,-32.88567037,0.013491426,-9.250816825,1.533009986,2.876201599,4.926205197,1.5818053440000002,0,0,0.8122844709999999,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,16.763885300000002,2.57283443,6,2.25672171,-32.51279911,0.008620524000000001,-8.847736398,1.80715888,4.094235181,7.827784713,1.773027022,0,0,0.2338564,2,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,14.76939477,2.215312089,7,7.874970206,-32.57557221,0.022798737000000003,-8.853825963,1.691492369,3.745197258,5.087955704,1.609411318,0,0,0.882419559,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,14.69653792,2.268909826,6,7.089206465,-32.31948683,0.027037501000000002,-9.219923896000001,1.60263241,10.45274608,6.334610856,1.737643672,0,0,0.128885795,3,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,20.04323783,2.928267332,6,4.6360687810000005,-32.45077479,0.023833452,-9.030047386,2.123188436,5.727576668999999,6.140191631,1.65120754,0,0,0.8100999320000001,5,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,12.39777004,1.9492512309999999,2,7.025493528999999,-32.32460473,0.025184388,-9.176710697,1.931333524,3.035646489,3.8860386069999997,1.8110237569999998,0,0,0.167879867,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
